   var1/F:var2/F:var3/F:var4/F
   0.21293  -0.49200  -0.58425  -0.70591
   0.47292  -0.81599  -0.00615  -0.74645
  -0.65172  -0.03635  -0.94441  -1.68281
  -0.24608   0.27375  -0.12310  -0.34656
  -0.55238  -1.51580  -0.16239  -0.86500
   1.36514  -0.40941  -0.18650  -0.35725
  -0.50781  -0.48782  -1.41277  -1.57854
  -0.97054  -3.14023  -2.74740  -2.95631
   1.75508  -0.01124  -2.63388  -1.66668
   0.72247   0.79763   1.22258   0.45240
  -2.27249  -0.67115  -2.55239  -2.51930
  -1.94758  -1.88795  -2.11505  -1.43841
  -0.85980   0.00689   0.67915   0.34597
  -0.49994  -1.41096  -1.44512  -1.08260
   1.04338   0.23119   0.28936   0.54545
  -1.62629  -1.41687  -1.41234  -2.31979
  -0.45053  -0.33092  -0.49468  -1.14916
  -2.13342  -1.30719  -1.17284  -1.88365
   1.13386   1.06714   1.30496   0.79586
  -0.62067  -0.42300  -0.09534  -0.71057
  -0.14473  -0.96347  -0.84029  -1.36061
   1.43292  -0.10180  -0.13603   0.05705
   0.93045  -0.01458   0.66854   0.87103
  -0.69248  -1.40565  -1.40121  -2.06563
   1.11157  -0.56154   0.40523   0.15362
  -0.46931  -2.23074  -0.53214  -0.98338
   0.46243  -2.42427  -2.04033  -1.82870
  -0.57875  -1.39845  -2.67353  -2.88144
  -0.86717  -1.54416  -1.01781  -1.16847
  -0.83081   0.67661  -0.78692  -0.60325
  -0.47090  -1.61638   0.04583  -0.52406
   1.49323  -0.74238  -0.68796  -0.87325
  -0.14994   1.36424  -0.98583  -0.85883
  -0.95564  -2.01270  -1.29372  -1.30353
  -2.42557   0.58964  -1.27475  -1.38675
  -0.50746  -3.21584  -2.02055  -2.09665
  -1.49409  -1.49851  -0.51551  -1.04316
  -1.51526  -0.90196  -1.13252  -1.68128
   0.44268  -1.54202  -0.84194  -1.83009
   0.26976   0.14927   0.35444  -0.54432
   0.38137   0.60054  -0.94825  -0.57396
  -1.87049  -1.58753  -1.28913  -1.44399
  -0.22341   1.41470   0.00973   0.20593
  -0.05379   0.41529  -0.80174  -0.25567
   1.81175  -0.77166  -0.64864  -0.61421
  -1.19216  -1.97013  -1.16878  -1.34034
   0.30741  -1.04532   0.08072  -0.55071
  -0.68873  -1.34327  -0.01094  -0.44986
  -0.26852  -0.96013  -2.06098  -1.94744
   0.09924  -0.94948  -0.56605  -0.78841
   0.05748  -0.47927  -0.17870  -0.23581
  -0.05077   0.48978   0.01890   0.02708
   0.19586  -2.26296  -2.20144  -2.76931
   0.42991   0.22463  -0.72513  -1.05204
  -1.23993   0.18997  -0.13894   0.30337
   0.23344  -2.03840  -1.49933  -1.11439
   0.91448  -1.06646  -0.15361  -0.23148
   1.45754   1.91624   1.27055   1.69660
  -1.64996  -0.66241  -1.31314  -1.14798
  -0.39933   0.41811  -0.89086  -1.14236
   0.37223   0.05182  -0.02481   0.15605
   0.19581   0.44053  -0.11612  -0.49164
   0.59467   1.72845  -0.10317   0.34280
  -0.98113  -0.59485  -0.38101  -0.68145
   1.96739   1.59407   0.62829   1.50431
   0.84466   0.17355  -0.37616  -0.77400
   0.60756  -0.22792   1.67358   1.55427
  -1.29872  -0.03399  -1.09362  -1.04937
  -0.49643   0.36693   1.60962   0.66987
  -0.28665  -1.72508  -1.49937  -2.50743
   1.96718  -0.29167  -0.36442  -0.52166
   0.31229   0.03004   0.27618  -0.06446
   0.54044   0.61525  -2.08801  -1.95659
  -1.93006  -1.12521  -2.04284  -2.15954
   1.27761   0.12226  -0.15931  -0.12086
  -0.12941  -0.90591  -1.26938  -0.95541
  -0.40847   0.32479  -0.63311  -1.36998
  -1.66381   0.09749   0.80366   0.02636
   0.87835   0.14268  -0.15890   0.61558
