   var1/F:var2/F:var3/F:var4/F
   0.04551   0.59923   0.32400   0.83763
   0.68249  -0.82246  -0.11556  -0.54776
  -0.03881   2.21534   0.68910   1.21230
   1.16855   0.55690   1.05527   1.84985
   0.23927   1.83436  -0.08786   0.90387
  -0.02760   0.89359   0.52177   0.22853
   0.50515   0.43383   1.66047   2.00030
   0.09822  -0.33329   0.45539  -0.05763
   0.19214   1.77658  -0.18470   0.84115
   1.67012   1.26971   1.60482   1.32687
   1.19805   0.62319   0.98741   1.49949
  -1.01892   0.18378  -0.02487   0.54393
  -1.44987   1.70915   1.56959   1.11965
   0.71819   1.00957   0.29026   0.49330
   0.09815   0.38800  -0.74604   0.19700
   0.60441   0.97262   1.45713   1.88365
  -0.47243  -0.69763  -0.19784   0.52882
   1.35882   0.33352   1.40987   1.67816
   0.11670   0.84606  -0.61899   0.04846
  -0.35282  -0.52079  -0.44561  -0.01298
  -0.50287   1.55671   3.15417   3.28804
  -1.31366   0.12216   1.26985   1.50430
  -0.74199  -0.33626  -0.03538   0.36647
   1.06608  -1.81556  -0.12397   0.19906
   1.13406   2.45002   1.86548   2.19669
   0.97075  -0.79316   0.22651   0.48083
  -0.18160   0.57717   0.66683   0.16371
  -0.05148  -2.22131  -1.95274  -1.92219
  -0.32985   0.45721   0.81886   0.88733
   1.45981   1.05846   1.21958   1.67315
   0.48384   1.64146   0.00680   0.90730
  -0.78740  -0.67103  -0.02670   0.22204
   0.68990   0.55092   0.11592   0.41473
   1.27463   0.86547   0.37056   0.68594
   1.21782  -0.56288  -0.24187  -0.21100
  -0.47983  -1.16379  -0.11721  -0.02002
  -0.69387   0.44503  -0.79400  -0.54611
  -1.82184   0.02590  -0.33622  -0.51328
   0.33119   0.81291   1.40754   0.75593
  -0.78467  -1.51352  -0.29506  -0.17530
   1.72677   0.37099  -0.71784  -0.59761
   1.11098   0.92682   1.19815   1.36128
   0.19922   2.61767   1.19005   1.76491
  -0.39201   0.87334   0.21225   0.08905
   1.98447   1.57482   0.06183   0.91550
  -0.05024   1.08725   0.53609   0.55401
  -0.29334   0.61622   0.99748   1.00951
   0.11183   0.85249   2.01564   1.99508
   0.22677   1.46783   2.51773   3.15578
   0.30473   0.03526   1.67763   0.94593
  -0.92915   0.96950   0.87206   1.27376
   0.32948  -0.22006   0.47984   0.72118
   0.86847   0.40755   0.83354   1.09942
  -0.10287   0.60677   2.41295   1.78030
  -0.86357   1.78601   1.46815   1.26650
   0.08764   0.53488   1.84522   1.91841
  -0.20681  -0.54895   0.04397   0.12293
   1.13041   1.03719   0.66641   1.26614
   0.72442  -0.77626  -0.06973  -0.11415
   0.97484   1.88978   1.90253   2.47426
  -0.87774  -0.26589  -0.32281  -0.21423
  -0.31663   0.77295   0.76213   0.92931
   0.30209   0.23923   0.69965   0.67526
   2.29318   0.41753   0.97092   1.62458
  -1.02904   0.38525  -0.03012  -0.41931
   1.21175   2.29136   3.37450   3.16521
  -0.07964   0.17912   1.30135   1.81828
  -0.51468  -1.18795   0.17113   0.77248
  -1.04071  -3.11929  -2.47535  -1.82788
   0.40157  -0.49446   0.64027   0.16158
   0.93718   0.40496   0.23873   0.37375
   0.05414   0.09021   0.66637  -0.23719
  -1.72804  -0.07460  -0.08196   0.58892
   0.56823   2.93212   2.10670   2.18015
  -0.35263  -1.06511   0.07754  -0.04210
   0.78922  -0.37941   0.71588   0.84404
   0.36083   0.99154   0.75043   1.38915
   1.30870   1.30712   1.63873   1.52589
   0.80732   0.25329   0.74037   1.12407
  -0.05290  -0.42609   0.30223   0.63071
  -0.23728   1.24697   1.54594   1.39702
  -0.22347  -1.24714  -0.84002  -1.51207
  -0.61107   0.35122   2.41028   2.59045
  -0.71239  -0.12739   0.04342   0.61690
   0.63720   0.56807   1.47182   1.72192
   0.70066  -0.30143  -0.32564   0.78311
   1.37529   1.58022   1.57263   1.51781
   1.17804   1.64001   0.53936   0.62233
   0.21497  -1.03761   0.40232   0.93396
  -0.38944   0.84772   1.63936   1.54882
   1.08606   1.24029   0.49705   1.30506
   0.29259   1.02357   0.96743   1.62209
   0.16784   0.50497   1.41522   1.59813
   2.09438  -0.28821   1.57584   0.72969
  -0.22394   1.00491   0.20779   0.78846
   1.08947   0.38069   0.36939   0.95668
   1.04042   0.58930   1.70049   2.01952
  -0.30429   0.37455  -0.69705  -0.40763
  -1.12146  -1.09482  -0.11406   0.12343
   0.56814   0.62518   0.43155  -0.01086
   0.32466   1.59662   0.76314   1.45871
  -0.45365  -0.41673   0.15516   0.72042
   0.63487   1.31650   2.42702   2.06358
   1.38327   0.49528   1.23337   1.89361
  -1.13504  -0.05405   0.77321   0.76208
   0.80962  -0.01051   1.27161   0.79040
   0.68211   0.29791   0.97902   0.97785
   1.49721   1.41388   1.14751   2.12364
  -1.04173  -0.22434   0.56497   0.73004
  -1.13480   0.64255  -0.23091  -0.24082
  -1.11911  -0.61664  -1.38284  -0.93627
  -0.36195  -1.97648  -2.33168  -2.40864
  -0.98747  -0.07726  -1.24157  -0.61689
   0.45893  -0.00782  -0.85333  -0.38859
   1.72457   0.14467   1.49450   1.50030
   0.61755   0.91551   1.69559   1.24018
  -0.85848   0.08470   1.24377   0.18119
  -2.00346   0.56485   0.55652   0.80002
   0.38750   1.52071   0.57560   1.12807
  -0.63949   1.15975   0.96001   1.27334
   0.09220   1.40503   0.33782   1.27366
   0.20949   0.87852   1.57047   1.63555
   1.14142   0.77957   1.85325   1.80015
  -1.40661  -1.14180  -1.02485  -1.55024
   0.85347   0.03831   0.45822   0.93108
   1.06665   0.90853   0.35122   1.66165
   0.07114  -0.42941   0.10683   1.01233
  -0.76896   0.48097   1.26271   1.50332
   0.27763   1.62984   1.29936   2.00381
  -1.20861   0.54731  -0.09203  -0.02048
   0.56918   2.20604   1.84978   1.51726
  -1.05678   0.81526   0.27791   0.22075
   1.54540   0.39409   1.18510   1.60893
  -1.17070   0.27665  -0.08629   0.63147
   0.15501   2.34129   1.82628   1.78328
  -1.05512   0.44062   0.66196   0.53245
   0.59084   0.25844   1.41149   1.35469
  -1.34173   0.25607   0.54799   0.13886
  -0.77289  -1.37059  -0.96849  -0.49622
   1.07368   0.15359   0.90189   1.24943
   0.74423   1.49230   2.46212   2.99465
  -0.05727   0.05492   0.46689   0.65463
  -1.46286   0.22858   1.73721   1.72611
   0.08851   0.51361   1.11749   0.93598
  -1.01500   0.10251  -0.34443  -0.52562
   0.08458   0.00554  -0.64165  -0.07061
   1.29587  -0.61241   0.56029   0.69121
   0.20322   0.89067   1.26708   2.22897
   0.56619  -0.45660   0.17233   0.57688
  -1.72532   0.88660  -0.75669  -0.64322
   1.20635   2.06625   0.86296   1.42479
   2.11182   3.08896   2.27225   2.36195
  -0.38447  -1.63863  -1.43537  -1.77282
   1.18236   0.93111  -0.76303  -0.00818
   0.96961   1.26121   1.71626   2.55285
   0.85274   1.05218   1.96210   2.02731
   1.43258   1.42413   0.86424   1.21847
   0.18657   0.39060   1.10934   0.94244
  -0.83393  -1.39617  -0.58648  -0.84456
  -0.26843   2.32879   0.99680   0.94192
  -1.17131  -0.42013   1.43210   0.25740
  -0.12593   0.34374   0.23312   0.31131
  -1.23287   0.40380   1.35364   0.76191
  -0.31873   2.12605   2.31241   1.95660
  -0.74418  -1.64514  -0.38980  -0.50266
  -0.62255  -0.50513  -0.28031   0.00557
  -0.19936  -0.68548   0.06813   0.50922
  -1.84068  -0.27579   0.89938   1.14109
  -0.21942  -0.08760  -0.04694   0.19415
   0.18983  -0.32707   0.77461   0.94176
   0.37863   0.14527   0.25781   0.29741
  -0.14690   0.20836   0.45014   0.73429
   0.12522   2.09106   1.16140   2.20820
   0.40298  -0.70253  -0.38231  -0.11709
  -1.29573   0.22331   0.99191   1.07680
  -0.79214  -0.24380   0.19347  -0.61795
   1.65351   1.48970   0.67372   1.55330
   0.58409   0.32656   0.21846   1.00039
  -0.22317  -1.32318  -0.49625  -0.91681
  -0.94286   0.58356   1.28382   1.40170
   0.77127   0.11562   1.48564   1.63006
   0.57949   0.76974   1.80904   2.26403
   0.46304   0.32812  -1.31067  -0.51114
   1.51702   0.04441  -0.22282   0.14367
  -0.65066   0.33736  -0.55559  -0.07301
  -0.16516   0.30388   0.68974   0.66167
   0.95240  -0.58208   0.63679   1.31869
  -0.52484   0.22711  -0.27750   0.32982
   1.05549   2.21775   0.57169   1.58229
   0.30297  -0.18237   0.51373   0.13249
   0.41193   0.54331   0.11898   0.17912
  -0.15724   0.12747   0.78860   0.54677
  -0.50053  -0.56293  -0.07221  -0.31666
